venue,paper_id
,3564c942-2b33-4871-abe9-dfd20a8b8aef
,370446f6-6835-4535-925f-2f9a7a0bd935
,383a4e13-71f7-4ce5-ab8b-402da314f834
,383d0893-567f-4983-93e6-3cd522c3427e
,3a2df8cd-4c40-4e98-b4c2-dc8658212f26
,3c014e34-33dc-4d95-b65c-f7c86811a956
,3c41225f-c43d-4f8c-9026-83eefd3fe23c
,3e6c3f2e-2765-47c9-8539-0c511ba9de53
,3f2593d4-3691-4dfa-861a-1b9c5c3e8cc8
,4052f4af-db12-4568-a734-69611e7e2d35
,41bf99cc-d8d7-41a6-b3c0-8ba50eb3f4c8
,4226dcc1-0790-491f-bc5a-8ad6d527b3ab
,42284967-10df-4ef5-a15d-631b4b90e50f
,4272c61d-2965-4b9e-a227-bf22d2fe47f5
,42873768-cce2-410f-8e05-6ee2b0c03ce2
,4305fd03-f216-4715-b2f1-57a04e2d1498
,44052446-f3c9-4d06-b7d5-b8c72fe8c4ca
,4455e99c-7f90-4b66-8112-f7424cfc1edb
,44741a7e-3b69-41b6-a61e-56659ca37a55
,44917ccd-f1bd-475a-96e8-421c99b6f0b7
,476f229d-2756-47b5-b68f-7886f7b35669
,47bc8f00-b750-4c60-9ea0-70b996a762d7
,47df93d6-f89d-4486-8340-1b2f2aeeee49
,4ace94b8-1b2c-40b1-9cb6-7ea67fcbbcbd
,4c399886-ca0d-4070-a1cf-5320131830f9
,4d19aeb9-7a0c-4393-8258-5b405d3805d8
,4de2fd4b-1b84-4447-b9af-74d42a3c0556
,50633007-1780-427c-9723-715bc285bb07
,50ab1efb-cbd4-4a9c-bd9d-219c88bc8876
,50ab8a8a-0cd9-445c-b7eb-aeb212a985be
,5150ded5-6bd5-41bc-8a55-19d089721951
,51b4b529-e545-4bdd-bd47-e10ff21c6ae9
,522d69ab-9171-47d2-812b-0d674fc016b4
,52c353fe-b6ef-4129-8255-bea3d85281eb
,5331f845-f760-4797-84fa-87aceb4a3404
,5340e37f-a7a2-497a-9590-df316b7465d0
,534694cd-1abb-419f-ae54-8ee415ad9f26
,538c043a-0bba-4cd2-9c1b-89fbbef0040e
,54c101b1-b172-4352-babc-a355d6bc1f7e
,56f7bad3-49d9-4279-bcc5-d6fd3b6bace4
,57840dcf-95dd-4de5-acdd-e4af5e47a535
,584e09e2-8b81-4bab-b3cf-8abfdef7e5b2
,5921e3a4-1abf-46c1-92be-013f8646ad7a
,59636449-3ae7-420e-997f-eff04129b460
,59f055fd-8849-4537-928e-9520f97f9669
,5a451328-7582-4c0e-a53a-8940673e8202
,5a51b36a-3f8a-4d16-95b8-a184be16d375
,5ab996d7-3f73-4822-a270-35a59b73e8e3
,5c9c6ff0-1873-46b5-a584-86886219ba08
,5ccbeacb-56bd-491f-8037-98236fc33486
,5cfef940-38f0-4fe4-befe-0380423a4c6a
,5d48f672-c85c-4c31-b011-ce47c6942335
,5da9fbd3-96f3-45ae-b3db-8f39ae92c726
,5ea2def3-9b94-49a2-b8ef-490b0da88aaf
,5eef82a8-4cbc-4d1c-a919-095667cfafdb
,5f09e20a-635c-4046-baaf-c77136709922
,60afe56b-013e-4e8a-b6cd-86f20100dfba
,60b2b62f-65d1-492e-ac4d-30ee708f462b
,60bfa166-5e76-4dd4-9b12-d8fc8fc8a3b2
,619bfb1d-274b-485f-bf1b-ff0e91e97bd6
,6202ed8a-47e4-42cf-aa2b-ea874e02bd08
,622e2547-ade4-445a-aae0-241b310c3b76
,6273331b-102e-4f33-9ea6-13fb18692b05
,629d0329-bf2d-4332-a188-91a145fbad87
,63629d35-4532-4d74-8962-5889d57d6f06
,6449226c-4e09-4951-9576-f2090c80e1c2
,645c946d-79f6-4dbe-8923-2677bba6c98e
,65e706dd-0a1c-424a-97dc-c4f12ac3bdde
,6666eced-3f59-4988-a3d7-94db5d4979df
,66942c1d-34ee-4e9e-a9ed-441cdda29ce4
,6738e801-2679-4243-ad04-823122c227b4
,6785d611-d776-446f-9f1e-5dc716f25682
,68940527-3029-40fd-8429-19cacf1a53ff
,68b01c67-6349-49c4-92fa-8599caddd21a
,6901e37c-e078-4cc0-9f56-1559cb9f0e78
,6918701e-d3b3-4649-a7bf-1bcd0f31559a
,6a9bbb44-9d3b-4b15-919e-d3d34ba3e699
,6a9fc5fc-c0d0-4047-85f0-9bcc08cadf00
,6aa664e5-f865-4f35-9cf4-6a820f62a24c
,6c1a9932-0e17-4326-87a1-9d85b1058730
,6d424a9e-ac8e-404e-a49e-d1a80d89f566
,6da33f3e-bb59-4b0f-843a-25ba8541402d
,6e89ccd3-7e9f-428a-b588-80900771777a
,6ebe124b-4f7b-42e4-abf3-61389bdfc4a0
,6efe63d3-3dd8-4549-af5f-598dd12e6fd1
,6f8eb48e-7f94-4a39-895b-c2b1dcefa091
,6ff195f9-ded0-4e90-9d5d-1e0ee2400d7c
,72ae658b-8682-42ec-a8fb-3bf0a35e8d3f
,73463b1e-8454-4e86-86ef-ce5bea493fb7
,739ff9c5-2b9e-474c-a185-8de1be64e06d
,7703a664-e6c7-4196-99d8-c1b55692cbb1
,7748404d-61c5-48b6-bf8e-c8735b51b33f
,7a855193-4d3e-4a66-95e0-163029882dd4
,7a98296c-bd50-43ab-967a-560e4df0f678
,7b6baf4e-fdfd-4801-8593-3737d546fc62
,7bc3e912-69b2-4170-a4c4-1fd3f46cbb1c
,7d855490-9448-449b-8ccf-90ca55f54126
,7e6c9fba-b82c-4a90-8ed3-79afe2770955
,7f5ba45e-e09b-4851-a2e1-fe32427e7812
,802d1320-ac32-4d9c-8052-a1c17abb6f12
,80bf12a0-1d6e-4425-bf66-9a5c4631f3c5
,80f081bb-cdfd-4118-af37-d490d4d5fcd1
,83e5c19e-31f6-4ece-a782-8de92a61a66f
,842eb8d6-8c7d-44b3-bd12-5b59290b31cb
,858fd88d-6e45-4176-bfc5-11dca4cced95
,8671e76d-f74e-4edf-9b7b-2ca9488ebe13
,867d3cef-65c5-4dbd-8989-3c6347f603f8
,8695a6ff-d1d7-4e6e-85cf-50160718995b
,8803b7da-ac4c-4cae-a904-89e4c0bf0c96
,88b08625-bd05-4659-b8b6-83135bb68aa0
,88e8af76-83c5-46a2-b643-d9ef68c466f8
,893ab60a-88ae-4264-ad61-82ea18301709
,89632a65-5a44-4bad-af1c-7242793e5717
,8aa0c620-de64-470c-a713-af4fc36cde03
,8afb204b-66b7-456e-8af6-31dbd6e5155d
,8b0eff3c-965b-4235-83bc-cd97976979ac
,8b385abd-ac02-437b-93e3-0381d6587237
,8d041b5b-1fc8-4b2f-8b7e-cc2febac73b9
,8d5c7bfa-52f9-4c7f-80b2-371e981b7e82
,8d769a8f-371a-4087-9b3d-60631649c95c
,90005873-ed80-4365-8afd-0e1b462e846f
,90518e72-2ed9-4a87-abec-d9b8e02bfd7a
,925ef7d8-303c-43d3-9333-05b869d524df
,939fcb7b-beae-48ff-b457-fc55d7897c3a
,94b6ee00-6353-4e6b-a608-4a41baf7dc43
,9570d591-455f-4da3-ad1b-72435aa1aeb0
,9591bd77-b738-4a7e-a092-0f320bf76c32
,95cc0943-b88c-4636-9732-846875fb39b2
,96aa6e53-ec8a-4770-968e-82d2e8c05a9e
,96ff700c-77ce-49dc-b397-6c2fa3cf8374
,9717d13e-733b-40cb-8cba-42254a97e67b
,97512ac5-3e4c-4e33-8774-cf5ad4f7fb5f
,97690f2c-3253-4e75-96ec-dc4dfb7a0403
,9a2c8369-a97f-43a5-89c1-d6301130d33c
,9ae04c35-13f6-4f68-9db4-394f6899df7d
,9b8af7e9-2cd8-445a-b40a-6110f674e25e
,9c4bee4d-0de2-459c-a2fe-e5026b258066
,9d95885d-0420-41d6-9fda-ce4ad7712c52
,9d9e8b39-ef3e-437f-9c46-59926a37ce7d
,9e55aea7-ede5-4cf5-bf89-664572f984a2
,9ed31210-b90b-437f-ab22-b91f0bc24b08
,9fea4b91-267f-4536-b77a-dfe262b3d1dd
,a07749f6-50b4-466a-9f3a-f8d7e388159d
,a0bc9cce-6aec-468a-896e-9ebd2fc09941
,a0ccfc54-f95d-454c-a9e9-9c1ec3ada069
,a187fb13-2f49-4aaf-8120-8f7c2afc114b
,a198e9d4-89ec-4ca6-ba47-18b251c4b9db
,a1a7d7b7-428f-4784-b70e-465c1964139d
,a21c68bd-e7d1-4e48-ba0a-cae28c629017
,a26d36f1-d8e2-4f26-86fe-a7372d3c9d57
,a2e14f9a-b70c-447b-b248-d3b46c01602a
,a55f78c1-da7c-4546-b011-1e0f906af598
,a5817fcd-d25b-4a46-84e8-0bad39468944
,a5de2e13-4da9-4240-a012-b50cedb58307
,a7bbd414-d03f-4e99-81ce-3a574317cc4b
,a828a8e6-1984-426e-9d25-4c1da8891fad
,ab30bb15-29b3-4907-a225-fe17a6683e29
,ab9db0a4-6314-495b-aa03-e142da73ba68
,ac262bc3-98a8-4b74-963b-eb95c45fe8ba
,ad0eee4f-2c9a-4463-a9a0-e29e99f0fa31
,ad865ccb-4af6-49e4-99b5-127300aede00
,aea72bc5-dc68-4b1b-9f44-ee30b213e4b8
,aead5603-6be6-427a-8fe9-8e9a6bf60045
,af259a87-7cf0-4e29-9ab1-f3038f06b001
,af59811f-c0dc-4213-b4f0-bbcfe32bb36b
,b0d8a011-bc58-40b2-a267-a65b699ef46e
,b10ee3b2-8ae6-46e5-addb-0abd0ad78447
,b27b238f-ebf8-4686-a23f-239a13c290c0
,b29fe543-e9c4-4e2a-b0f4-703b1252f1c5
,b2c3ffcc-d8bd-48b9-a55f-98af3636e24e
,b360da96-35ff-4f98-953d-a72a36443d92
,b3b835c4-6bb3-48a6-b17a-059b446ecb26
,b4337d09-9cd7-4602-b6d6-f7ca4be02fe8
,b5c6f453-4bbb-4ab3-908c-7088a8c7053d
,b93028ab-6569-4fa4-97ef-194cfa21147b
,bb45eb42-f420-4274-96eb-dfdd6bf3495f
,bc0c6c32-8aef-4735-900d-6d5f732bc66b
,bc7bb8ee-d9fe-48dc-9556-cec1dfb98bdb
,bc7fae80-011c-4401-bdcb-8775b382030b
,bccc9a4a-75f8-4e25-974d-838ad71514f9
,bced9047-f3fe-4ed8-a5d4-9f4d73dd2339
,bd5b0ca7-f1b3-4f7a-a653-b6f18d86890e
,be9b0a99-644b-4fdc-98e6-801d8983b3fb
,beeee8fd-59c5-4733-bc47-7c580fa6fdb1
,bfbc8653-31a8-4c11-8c96-008f688d0c29
,c017d467-d1e9-4580-8652-f4ef2d0daceb
,c0d136fe-2cae-43c8-8ff6-f773d0703716
,c2a29000-72f6-43b2-b8c3-4e4a17c2fd42
,c3e66d5c-1853-41b9-acf8-e3cee9e834b1
,c44b81a0-1e99-4d84-bf0f-fad7bc007843
,c55cc028-ed57-4532-8720-ae2455df823a
,c6e68c27-4694-4bf0-8bd0-d36bedaef980
,c74b602d-2af4-4291-8758-649d99de3131
,c93f0895-34aa-4fde-b634-dfd17d9a917b
,c9743a22-1e84-4261-8a95-79165d0d72ea
,cb0327c4-b174-49d1-a351-cb5bb3efc71f
,cb9a7972-28f0-4e5b-91cb-8d848e3c10c9
,ccb50244-e8bf-44a6-b098-7708f5d9b7b5
,ccc104a1-86e6-4670-974f-f69a9ea0a056
,ce6767fd-3699-49d8-9b4a-ca7d41a9d1dc
,ceb86c23-2cc3-47ec-9ac0-778f2d7a1922
,d00831ff-a481-46ff-8734-4e208a1f41aa
,d168b69a-1bcb-48d5-b43d-5480ab38d848
,d1d87676-2664-4565-a2f0-9e217277b9b6
,d398e3ae-60d5-42f1-833d-47fc82d5f8ff
,d3cd6812-7dd2-4ebe-a4e3-3111fac129eb
,d4cdc8f6-b6fd-4fb0-8649-e7e55d9e12c6
